traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
蠶薄,蚕薄,can2 bo2],variant of 蠶箔|蚕箔[can2 bo2],,,,,,,,,,,,,,,,,
蠶蛹,蚕蛹,can2 yong3],silkworm chrysalis,pupa,,,,,,,,,,,,,,,,
蠶蛾,蚕蛾,can2 e2],Chinese silkworm moth (Bombyx mori),,,,,,,,,,,,,,,,,
蠶蟻,蚕蚁,can2 yi3],newly hatched silkworm,,,,,,,,,,,,,,,,,
蠶豆,蚕豆,can2 dou4],broad bean (Vicia faba),fava bean,,,,,,,,,,,,,,,,
蠶豆症,蚕豆症,can2 dou4 zheng4],G6PD deficiency,,,,,,,,,,,,,,,,,
蠶農,蚕农,can2 nong2],sericulturist,,,,,,,,,,,,,,,,,
蠶食,蚕食,can2 shi2],to nibble away at (as silkworm consume leaves),fig. to embezzle progressively,,,,,,,,,,,,,,,,
蠸,蠸,quan2],Aulacophora femoralis,,,,,,,,,,,,,,,,,
蠹,蠹,du4],insect that eats into books clothing etc,moth-eaten,worm-eaten,,,,,,,,,,,,,,,
蠹吏,蠹吏,du4 li4],corrupt officials,,,,,,,,,,,,,,,,,
蠹國害民,蠹国害民,du4 guo2 hai4 min2],to rob the state and hurt the people (idiom),,,,,,,,,,,,,,,,,
蠹害,蠹害,du4 hai4],to harm,to endanger,,,,,,,,,,,,,,,,
蠹弊,蠹弊,du4 bi4],malpractice,abuse,corrupt practice,,,,,,,,,,,,,,,
蠹政,蠹政,du4 zheng4],parasitic government,,,,,,,,,,,,,,,,,
蠹眾木折,蠹众木折,du4 zhong4 mu4 zhe2],Danger appears where many harmful factors exist. (idiom),,,,,,,,,,,,,,,,,
蠹簡,蠹简,du4 jian3],old worm-eaten books,,,,,,,,,,,,,,,,,
蠹蛀,蠹蛀,du4 zhu4],to be moth-eaten,to be worm-eaten,,,,,,,,,,,,,,,,
蠹蟲,蠹虫,du4 chong2],moth,harmful person,vermin,,,,,,,,,,,,,,,
蠹魚,蠹鱼,du4 yu2],silverfish,CL:隻|只[zhi1],,,,,,,,,,,,,,,,
蠹魚子,蠹鱼子,du4 yu2 zi5],silverfish,CL:隻|只[zhi1],,,,,,,,,,,,,,,,
蠻,蛮,man2],barbarian,bullying,very,quite,rough,reckless,,,,,,,,,,,,
蠻不講理,蛮不讲理,man2 bu4 jiang3 li3],capricious muleheadedness,,,,,,,,,,,,,,,,,
蠻力,蛮力,man2 li4],brute force,,,,,,,,,,,,,,,,,
蠻夷,蛮夷,man2 yi2],common term for non-Han peoples in former times not exclusively derogatory,barbarian,,,,,,,,,,,,,,,,
蠻子,蛮子,man2 zi5],barbarian,slave servant,(old) contemptuous term for people from southern China (used by northern Chinese people),,,,,,,,,,,,,,,
蠻幹,蛮干,man2 gan4],to act rashly,to act precipitously regardless of the consequences,reckless,foolhardy,daredevil,,,,,,,,,,,,,
蠻悍,蛮悍,man2 han4],rude and violent,fierce and reckless,,,,,,,,,,,,,,,,
蠻橫,蛮横,man2 heng4],rude and unreasonable,,,,,,,,,,,,,,,,,
蠻橫無理,蛮横无理,man2 heng4 wu2 li3],rude and unreasonable,,,,,,,,,,,,,,,,,
蠻皮,蛮皮,man2 pi2],recalcitrant,obstreperous,,,,,,,,,,,,,,,,
蠻纏,蛮缠,man2 chan2],to pester,to bother endlessly,,,,,,,,,,,,,,,,
蠻荒,蛮荒,man2 huang1],savage,wild,uncivilized territory,,,,,,,,,,,,,,,
蠻邸,蛮邸,man2 di3],foreign mission (in former times),residence of barbarian emissary,,,,,,,,,,,,,,,,
蠼,蠼,qu2],earwig 蠼螋,,,,,,,,,,,,,,,,,
蠼螋,蠼螋,qu2 sou1],earwig,,,,,,,,,,,,,,,,,
蠽,蠽,jie2],small green cicada,,,,,,,,,,,,,,,,,
血,血,xue4],blood,colloquial pr. [xie3],CL:滴[di1]片[pian4],,,,,,,,,,,,,,,
血中毒,血中毒,xue4 zhong4 du2],blood poisoning,,,,,,,,,,,,,,,,,
血債,血债,xue4 zhai4],debt of blood (after killing sb),,,,,,,,,,,,,,,,,
血債累累,血债累累,xue4 zhai4 lei3 lei3],debts of blood crying out for retribution,,,,,,,,,,,,,,,,,
血債血償,血债血偿,xue4 zhai4 xue4 chang2],A debt of blood must be paid in blood.,Blood calls for blood.,,,,,,,,,,,,,,,,
血債要用血來償,血债要用血来偿,xue4 zhai4 yao4 yong4 xue4 lai2 chang2],A debt of blood must be paid in blood.,Blood calls for blood.,,,,,,,,,,,,,,,,
血債要用血來還,血债要用血来还,xue4 zhai4 yao4 yong4 xue4 lai2 huan2],A debt of blood must be paid in blood.,Blood calls for blood.,,,,,,,,,,,,,,,,
血凝,血凝,xue4 ning2],to coagulate,,,,,,,,,,,,,,,,,
血凝素,血凝素,xue4 ning2 su4],hemaglutinin (the H of virus such as bird flu H5N1),,,,,,,,,,,,,,,,,
血刃,血刃,xue4 ren4],bloodshed,,,,,,,,,,,,,,,,,
血友病,血友病,xue4 you3 bing4],hemophilia,,,,,,,,,,,,,,,,,
血口,血口,xue4 kou3],bloody mouth (from devouring freshly killed prey),,,,,,,,,,,,,,,,,
血口噴人,血口喷人,xue4 kou3 pen1 ren2],to spit blood (idiom); venomous slander,malicious attacks,,,,,,,,,,,,,,,,
血史,血史,xue4 shi3],history written in blood,epic period of struggle and sacrifice,,,,,,,,,,,,,,,,
血吸蟲,血吸虫,xue4 xi1 chong2],schistosoma,,,,,,,,,,,,,,,,,
血吸蟲病,血吸虫病,xue4 xi1 chong2 bing4],schistosomiasis,,,,,,,,,,,,,,,,,
血型,血型,xue4 xing2],blood group,blood type,,,,,,,,,,,,,,,,
血塊,血块,xue4 kuai4],blood clot,,,,,,,,,,,,,,,,,
血塞,血塞,xue4 se4],blood obstruction,,,,,,,,,,,,,,,,,
血壓,血压,xue4 ya1],blood pressure,,,,,,,,,,,,,,,,,
血壓計,血压计,xue4 ya1 ji4],blood pressure meter,sphygmomanometer,,,,,,,,,,,,,,,,
血小板,血小板,xue4 xiao3 ban3],blood platelet,,,,,,,,,,,,,,,,,
血尿,血尿,xue4 niao4],hematuria,,,,,,,,,,,,,,,,,
血崩,血崩,xue4 beng1],metrorrhagia (vaginal bleeding outside the expected menstrual period),,,,,,,,,,,,,,,,,
血師,血师,xue4 shi1],hematite Fe2O3,,,,,,,,,,,,,,,,,
血庫,血库,xue4 ku4],blood bank,,,,,,,,,,,,,,,,,
血性,血性,xue4 xing4],brave,staunch,unyielding,,,,,,,,,,,,,,,
血戰,血战,xue4 zhan4],bloody battle,,,,,,,,,,,,,,,,,
血拼,血拼,xue4 pin1],shopping as a fun pastime (loanword),,,,,,,,,,,,,,,,,
血族,血族,xue4 zu2],blood relations,one's own flesh and blood,kin,,,,,,,,,,,,,,,
血暈,血晕,xie3 yun4],bruise,pale red,,,,,,,,,,,,,,,,
血暈,血晕,xue4 yun4],coma caused by loss of blood,fainting at the sight of blood,Taiwan pr. [xie3 yun1],,,,,,,,,,,,,,,
血書,血书,xue4 shu1],letter written in one's own blood expressing determination hatred last wishes etc,,,,,,,,,,,,,,,,,
血本,血本,xue4 ben3],hard-earned savings,capital (arising from one's blood and sweat),,,,,,,,,,,,,,,,
血本無歸,血本无归,xue4 ben3 wu2 gui1],to lose one's life savings (e.g. after a bankruptcy),no return for one's hard-earned savings,,,,,,,,,,,,,,,,
血栓,血栓,xue4 shuan1],blood clot,thrombosis,,,,,,,,,,,,,,,,
血栓形成,血栓形成,xue4 shuan1 xing2 cheng2],thrombosis,,,,,,,,,,,,,,,,,
血栓病,血栓病,xue4 shuan1 bing4],thrombosis,,,,,,,,,,,,,,,,,
血栓症,血栓症,xue4 shuan1 zheng4],thrombosis,,,,,,,,,,,,,,,,,
血案,血案,xue4 an4],murder case,,,,,,,,,,,,,,,,,
血氣,血气,xue4 qi4],blood and vital breath,bloodline (i.e. parentage),valor,,,,,,,,,,,,,,,
血氣方剛,血气方刚,xue4 qi4 fang1 gang1],full of sap (idiom); young and vigorous,,,,,,,,,,,,,,,,,
血氧含量,血氧含量,xue4 yang3 han2 liang4],blood oxygen level,,,,,,,,,,,,,,,,,
血氧量,血氧量,xue4 yang3 liang4],blood oxygen level,,,,,,,,,,,,,,,,,
血水,血水,xue4 shui3],thin blood,watery blood,,,,,,,,,,,,,,,,
血汗,血汗,xue4 han4],blood and sweat,sweat and toil,,,,,,,,,,,,,,,,
血汗工廠,血汗工厂,xue4 han4 gong1 chang3],sweatshop,,,,,,,,,,,,,,,,,
血汗錢,血汗钱,xue4 han4 qian2],hard-earned money,,,,,,,,,,,,,,,,,
血污,血污,xue4 wu1],bloodstain,bloodstained,,,,,,,,,,,,,,,,
血沉,血沉,xue4 chen2],erythrocyte sedimentation rate (ESR),,,,,,,,,,,,,,,,,
血泊,血泊,xue4 po1],bloodbath,pool of blood,,,,,,,,,,,,,,,,
血洗,血洗,xue4 xi3],blood purge,massacre,,,,,,,,,,,,,,,,
血流,血流,xue4 liu2],blood flow,,,,,,,,,,,,,,,,,
血流成河,血流成河,xue4 liu2 cheng2 he2],rivers of blood (idiom),bloodbath,,,,,,,,,,,,,,,,
血流漂杵,血流漂杵,xue4 liu2 piao1 chu3],enough blood flowing to float pestles (idiom); rivers of blood,blood bath,,,,,,,,,,,,,,,,
血液,血液,xue4 ye4],blood,,,,,,,,,,,,,,,,,
血液凝結,血液凝结,xue4 ye4 ning2 jie2],blood clotting,,,,,,,,,,,,,,,,,
血液增強劑,血液增强剂,xue4 ye4 zeng1 qiang2 ji4],oxyglobin,,,,,,,,,,,,,,,,,
血液循環,血液循环,xue4 ye4 xun2 huan2],blood circulation,,,,,,,,,,,,,,,,,
血液恐怖症,血液恐怖症,xue4 ye4 kong3 bu4 zheng4],blood phobia,,,,,,,,,,,,,,,,,
血液病,血液病,xue4 ye4 bing4],disease of the blood,,,,,,,,,,,,,,,,,
血液透析,血液透析,xue4 ye4 tou4 xi5],hemodialysis,,,,,,,,,,,,,,,,,
血液透析機,血液透析机,xue4 ye4 tou4 xi5 ji1],hemodialysis machine,,,,,,,,,,,,,,,,,
血淋淋,血淋淋,xue4 lin2 lin2],dripping with blood,bloody (tragedy),,,,,,,,,,,,,,,,
血淚,血泪,xue4 lei4],tears of blood (symbol of extreme suffering),blood and tears,,,,,,,,,,,,,,,,
血清,血清,xue4 qing1],serum,blood serum,,,,,,,,,,,,,,,,
血清張力素,血清张力素,xue4 qing1 zhang1 li4 su4],serotonin,,,,,,,,,,,,,,,,,
血清素,血清素,xue4 qing1 su4],serotonin,,,,,,,,,,,,,,,,,
血漬,血渍,xue4 zi4],bloodstain,,,,,,,,,,,,,,,,,
血漬斑斑,血渍斑斑,xue4 zi4 ban1 ban1],spattered in blood,covered in bloodstains,,,,,,,,,,,,,,,,
血漿,血浆,xue4 jiang1],blood plasma,,,,,,,,,,,,,,,,,
血濃於水,血浓于水,xue4 nong2 yu2 shui3],blood is thicker than water,fig. family ties are closer than social relations,,,,,,,,,,,,,,,,
血牛,血牛,xue4 niu2],sb who sells one's blood for a living,,,,,,,,,,,,,,,,,
血球,血球,xue4 qiu2],blood corpuscle,hemocyte,,,,,,,,,,,,,,,,
血田,血田,xue4 tian2],field of blood,battlefield,hateful place,Aceldama (field bought by Judas Iscariot with his 30 pieces of silver in Matthew 27:7),,,,,,,,,,,,,,
血瘤,血瘤,xue4 liu2],blood tumor,angioma (tumor consisting of a mass of blood vessels),,,,,,,,,,,,,,,,
血癌,血癌,xue4 ai2],leukemia,,,,,,,,,,,,,,,,,
血盆大口,血盆大口,xue4 pen2 da4 kou3],bloody mouth wide open like a sacrificial bowl (idiom); ferocious mouth of beast of prey,fig. greedy exploiter,rapacious aggressor,,,,,,,,,,,,,,,
血祭,血祭,xue4 ji4],blood sacrifice,animal sacrifice (to a God or ancestral spirit),,,,,,,,,,,,,,,,
血竭,血竭,xue4 jie2],dragon's blood (bright red tree resin),,,,,,,,,,,,,,,,,
血管,血管,xue4 guan3],vein,artery,CL:根[gen1],,,,,,,,,,,,,,,
血管攝影,血管摄影,xue4 guan3 she4 ying3],angiography,,,,,,,,,,,,,,,,,
血管瘤,血管瘤,xue4 guan3 liu2],angioma (medicine),,,,,,,,,,,,,,,,,
血管粥樣硬化,血管粥样硬化,xue4 guan3 zhou1 yang4 ying4 hua4],atherosclerosis,hardening of the arteries,,,,,,,,,,,,,,,,
血管造影,血管造影,xue4 guan3 zao4 ying3],angiography,,,,,,,,,,,,,,,,,
血紅素,血红素,xue4 hong2 su4],hemoglobin,,,,,,,,,,,,,,,,,
血紅蛋白,血红蛋白,xue4 hong2 dan4 bai2],hemoglobin,,,,,,,,,,,,,,,,,
血細胞,血细胞,xue4 xi4 bao1],blood cell,,,,,,,,,,,,,,,,,
血統,血统,xue4 tong3],blood relationship,lineage,parentage,,,,,,,,,,,,,,,
血統論,血统论,xue4 tong3 lun4],class division into proletariat and bourgeoisie class enemy in use esp. during the cultural revolution,,,,,,,,,,,,,,,,,
血絲,血丝,xue4 si1],wisps of blood,visible veins,(of eyes) bloodshot,,,,,,,,,,,,,,,
血緣,血缘,xue4 yuan2],bloodline,,,,,,,,,,,,,,,,,
血緣關係,血缘关系,xue4 yuan2 guan1 xi4],blood relationship,consanguinity,,,,,,,,,,,,,,,,
血肉,血肉,xue4 rou4],flesh,,,,,,,,,,,,,,,,,
血肉模糊,血肉模糊,xue4 rou4 mo2 hu5],to be badly mangled or mutilated (idiom),,,,,,,,,,,,,,,,,
血肉橫飛,血肉横飞,xue4 rou4 heng2 fei1],flesh and blood flying (idiom); carnage,people blown to pieces,,,,,,,,,,,,,,,,
血肉相連,血肉相连,xue4 rou4 xiang1 lian2],one's own flesh and blood (idiom); closely related,,,,,,,,,,,,,,,,,
血胸,血胸,xue4 xiong1],blood in the pleural cavity,,,,,,,,,,,,,,,,,
血脂,血脂,xue4 zhi1],blood lipid,,,,,,,,,,,,,,,,,
血脈,血脉,xue4 mai4],blood vessels,,,,,,,,,,,,,,,,,
血脈僨張,血脉偾张,xue4 mai4 fen4 zhang1],lit. blood vessels swell wide (idiom),fig. one's blood runs quicker,to be excited,,,,,,,,,,,,,,,
血腥,血腥,xue4 xing1],reeking of blood,bloody (events),,,,,,,,,,,,,,,,
血腥瑪麗,血腥玛丽,Xue4 xing1 Ma3 li4],Bloody Mary,,,,,,,,,,,,,,,,,
血腫,血肿,xue4 zhong3],hematoma,swelling of soft tissue due to internal hemorrhage,,,,,,,,,,,,,,,,
血腸,血肠,xue4 chang2],blood sausage,blutwurst,black pudding,,,,,,,,,,,,,,,
血色,血色,xue4 se4],color (of one's skin a sign of good health),red of cheeks,,,,,,,,,,,,,,,,
血色素,血色素,xue4 se4 su4],hematin (blood pigment),heme,hemoglobin,also written 血紅蛋白|血红蛋白,,,,,,,,,,,,,,
血色素沉積症,血色素沉积症,xue4 se4 su4 chen2 ji1 zheng4],hemochromatosis,,,,,,,,,,,,,,,,,
血藍素,血蓝素,xue4 lan2 su4],hemocyanin (protein in the blood of molluscs etc with a respiratory function similar to hemoglobin),,,,,,,,,,,,,,,,,
血虧,血亏,xue4 kui1],anemia,,,,,,,,,,,,,,,,,
血衣,血衣,xue4 yi1],bloody garment,,,,,,,,,,,,,,,,,
血衫,血衫,xue4 shan1],bloodstained shirt,bloody garment,,,,,,,,,,,,,,,,
血製品,血制品,xue4 zhi4 pin3],blood products,,,,,,,,,,,,,,,,,
血親,血亲,xue4 qin1],kin,blood relation,,,,,,,,,,,,,,,,
血親復仇,血亲复仇,xue4 qin1 fu4 chou2],blood or family feud (idiom),,,,,,,,,,,,,,,,,
血證,血证,xue4 zheng4],evidence of murder,bloodstain evidence,,,,,,,,,,,,,,,,
血象,血象,xue4 xiang4],hemogram,picture of blood used in medical research,,,,,,,,,,,,,,,,
血賬,血账,xue4 zhang4],debt of blood (after killing sb),,,,,,,,,,,,,,,,,
血跡,血迹,xue4 ji4],bloodstain,,,,,,,,,,,,,,,,,
血跡斑斑,血迹斑斑,xue4 ji4 ban1 ban1],bloodstained,,,,,,,,,,,,,,,,,
血路,血路,xue4 lu4],desperate getaway (from a battlefield),to cut a bloody path out of a battlefield,,,,,,,,,,,,,,,,
血鑽,血钻,xue4 zuan4],blood diamond,conflict diamond,,,,,,,,,,,,,,,,
血雀,血雀,xue3 que4],(bird species of China) scarlet finch (Carpodacus sipahi),,,,,,,,,,,,,,,,,
血雉,血雉,xue3 zhi4],(bird species of China) blood pheasant (Ithaginis cruentus),,,,,,,,,,,,,,,,,
血雨,血雨,xue4 yu3],rain of blood,heavy rain colored by loess sandstorm,,,,,,,,,,,,,,,,
血餅,血饼,xue4 bing3],blood clot,coagulated blood,,,,,,,,,,,,,,,,
血鬱,血郁,xue4 yu4],stagnant blood (TCM),,,,,,,,,,,,,,,,,
衁,衁,huang1],blood,,,,,,,,,,,,,,,,,
衂,衄,nu:4],variant of 衄[nu:4],,,,,,,,,,,,,,,,,
衄,衄,nu:4],to bleed from the nose (or from the ears gums etc),fig. to be defeated,,,,,,,,,,,,,,,,
衆,众,zhong4],variant of 眾|众[zhong4],,,,,,,,,,,,,,,,,
衆寡,众寡,zhong4 gua3],the many or the few,,,,,,,,,,,,,,,,,
衇,脉,mai4],variant of 脈|脉[mai4],,,,,,,,,,,,,,,,,
衈,衈,er4],the blood of a sacrificial fowl which was sprinkled on doors and vessels,,,,,,,,,,,,,,,,,
衉,衉,ke4],to vomit,,,,,,,,,,,,,,,,,
衊,蔑,mie4],defiled with blood,,,,,,,,,,,,,,,,,
衋,衋,xi4],sad (old),,,,,,,,,,,,,,,,,
行,行,hang2],a row,series,age order (of brothers),profession,professional,relating to company,,,,,,,,,,,,
行,行,xing2],to walk,to go,to travel,a visit,temporary,makeshift,current,in circulation,to do,to perform,capable,competent,effective,all right,OK!,will do,behavior,conduct
行不從徑,行不从径,xing2 bu4 cong2 jing4],lit. not following the straight path (idiom); fig. looking for a shortcut to get ahead in work or study,,,,,,,,,,,,,,,,,
行不改姓，坐不改名,行不改姓，坐不改名,xing2 bu4 gai3 xing4 zuo4 bu4 gai3 ming2],see 行不更名，坐不改姓[xing2 bu4 geng1 ming2 zuo4 bu4 gai3 xing4],,,,,,,,,,,,,,,,,
行不更名，坐不改姓,行不更名，坐不改姓,xing2 bu4 geng1 ming2 zuo4 bu4 gai3 xing4],I am who I am (and I'm not ashamed),fig. to be proud of one's name and stand by one's actions,,,,,,,,,,,,,,,,
行不由徑,行不由径,xing2 bu4 you2 jing4],lit. never taking a short-cut (idiom); fig. upright and honest,,,,,,,,,,,,,,,,,
行不通,行不通,xing2 bu5 tong1],won't work,will get (you) nowhere,,,,,,,,,,,,,,,,
行不顧言,行不顾言,xing2 bu4 gu4 yan2],to say one thing and do another (idiom),,,,,,,,,,,,,,,,,
行之有效,行之有效,xing2 zhi1 you3 xiao4],to be effective (idiom),,,,,,,,,,,,,,,,,
行乞,行乞,xing2 qi3],to beg,to ask for alms,,,,,,,,,,,,,,,,
行事,行事,xing2 shi4],to execute,to handle,behavior,action,conduct,,,,,,,,,,,,,
行事曆,行事历,xing2 shi4 li4],calendar,schedule,,,,,,,,,,,,,,,,
行人,行人,xing2 ren2],pedestrian,traveler on foot,passer-by,official responsible for arranging audiences with the emperor,,,,,,,,,,,,,,
行人安全島,行人安全岛,xing2 ren2 an1 quan2 dao3],pedestrian refuge,traffic island,,,,,,,,,,,,,,,,
行人徑,行人径,xing2 ren2 jing4],footway,,,,,,,,,,,,,,,,,
行令,行令,xing2 ling4],to issue orders,to order sb to drink in a drinking game,,,,,,,,,,,,,,,,
行使,行使,xing2 shi3],to exercise (a right etc),,,,,,,,,,,,,,,,,
行使職權,行使职权,xing2 shi3 zhi2 quan2],to exercise power,,,,,,,,,,,,,,,,,
行俠仗義,行侠仗义,xing4 xia2 zhang4 yi4],to be chivalrous,,,,,,,,,,,,,,,,,
行兇,行凶,xing2 xiong1],violent crime,to commit a violent act (assault or murder),,,,,,,,,,,,,,,,
行兇者,行凶者,xing2 xiong1 zhe3],perpetrator,,,,,,,,,,,,,,,,,
行刑,行刑,xing2 xing2],to carry out a (death) sentence,execution,,,,,,,,,,,,,,,,
行刑隊,行刑队,xing2 xing2 dui4],firing squad,,,,,,,,,,,,,,,,,
行列,行列,hang2 lie4],ranks,procession,,,,,,,,,,,,,,,,
行列式,行列式,hang2 lie4 shi4],determinant,,,,,,,,,,,,,,,,,
行刺,行刺,xing2 ci4],to assassinate,to commit a murder,,,,,,,,,,,,,,,,
行動,行动,xing2 dong4],operation,action,to move,mobile,CL:個|个[ge4],,,,,,,,,,,,,
行動不便,行动不便,xing2 dong4 bu4 bian4],unable to move freely,difficult to get about,,,,,,,,,,,,,,,,
行動主義,行动主义,xing2 dong4 zhu3 yi4],activism,,,,,,,,,,,,,,,,,
行動方案,行动方案,xing2 dong4 fang1 an4],program of action,,,,,,,,,,,,,,,,,
行動綱領,行动纲领,xing2 dong4 gang1 ling3],action plan,program of action,,,,,,,,,,,,,,,,
行動緩慢,行动缓慢,xing2 dong4 huan3 man4],lagging,slow to move,tardy,,,,,,,,,,,,,,,
行動自由,行动自由,xing2 dong4 zi4 you2],freedom of action,,,,,,,,,,,,,,,,,
行動藝術家,行动艺术家,xing2 dong4 yi4 shu4 jia1],performance artist,,,,,,,,,,,,,,,,,
行動計劃,行动计划,xing2 dong4 ji4 hua4],action plan,,,,,,,,,,,,,,,,,
行動電話,行动电话,xing2 dong4 dian4 hua4],mobile telephone,,,,,,,,,,,,,,,,,
行千里路，讀萬卷書,行千里路，读万卷书,xing2 qian1 li3 lu4 du2 wan4 juan4 shu1],see 行萬里路，讀萬卷書|行万里路，读万卷书[xing2 wan4 li3 lu4 du2 wan4 juan4 shu1],,,,,,,,,,,,,,,,,
行唐,行唐,Xing2 tang2],Xingtang county in Shijiazhuang 石家莊|石家庄[Shi2 jia1 zhuang1] Hebei,,,,,,,,,,,,,,,,,
行唐縣,行唐县,Xing2 tang2 xian4],Xingtang county in Shijiazhuang 石家莊|石家庄[Shi2 jia1 zhuang1] Hebei,,,,,,,,,,,,,,,,,
行商,行商,hang2 shang1],traveling salesman,itinerant trader,hawker,peddler,,,,,,,,,,,,,,
行善,行善,xing2 shan4],to do good works,to be merciful,,,,,,,,,,,,,,,,
行囊,行囊,xing2 nang2],traveling bag,luggage,,,,,,,,,,,,,,,,
行好,行好,xing2 hao3],to give to charity,philanthropic,,,,,,,,,,,,,,,,
行客,行客,xing2 ke4],visitor,traveler,,,,,,,,,,,,,,,,
行宮,行宫,xing2 gong1],temporary imperial residence,,,,,,,,,,,,,,,,,
行家,行家,hang2 jia1],connoisseur,expert,veteran,,,,,,,,,,,,,,,
行家裡手,行家里手,hang2 jia1 li3 shou3],connoisseur,expert,,,,,,,,,,,,,,,,
行將,行将,xing2 jiang1],ready to start on sth,about to act,,,,,,,,,,,,,,,,
行將告罄,行将告罄,xing2 jiang1 gao4 qing4],to run short (idiom),,,,,,,,,,,,,,,,,
行將就木,行将就木,xing2 jiang1 jiu4 mu4],to approach one's coffin (idiom); with one foot in the grave,,,,,,,,,,,,,,,,,
行將結束,行将结束,xing2 jiang1 jie2 shu4],approaching the end,about to conclude,,,,,,,,,,,,,,,,
行屍走肉,行尸走肉,xing2 shi1 zou3 rou4],walking corpse (idiom),zombie,person who lives only on the material level,,,,,,,,,,,,,,,
行市,行市,hang2 shi4],quotation on market price,,,,,,,,,,,,,,,,,
行徑,行径,xing2 jing4],path,conduct,behavior,,,,,,,,,,,,,,,
行得通,行得通,xing2 de5 tong1],practicable,realizable,will work,,,,,,,,,,,,,,,
行情,行情,hang2 qing2],market price,quotation of market price,the current market situation,,,,,,,,,,,,,,,
行房,行房,xing2 fang2],euphemism for sexual intercourse,to go to bed with sb,,,,,,,,,,,,,,,,
行政,行政,xing2 zheng4],administrative,executive (attributive),,,,,,,,,,,,,,,,
行政公署,行政公署,xing2 zheng4 gong1 shu3],administrative office,,,,,,,,,,,,,,,,,
行政區,行政区,xing2 zheng4 qu1],administrative district,,,,,,,,,,,,,,,,,
行政區劃,行政区划,xing2 zheng4 qu1 hua4],administrative subdivision,,,,,,,,,,,,,,,,,
行政區劃圖,行政区划图,xing2 zheng4 qu1 hua4 tu2],political map,,,,,,,,,,,,,,,,,
行政區域,行政区域,xing2 zheng4 qu1 yu4],administrative area,,,,,,,,,,,,,,,,,
行政區畫,行政区画,xing2 zheng4 qu1 hua4],administrative subdivision (e.g. of provinces into counties),,,,,,,,,,,,,,,,,
行政命令,行政命令,xing2 zheng4 ming4 ling4],executive order,,,,,,,,,,,,,,,,,
行政員,行政员,xing2 zheng4 yuan2],administrator,,,,,,,,,,,,,,,,,
行政單位,行政单位,xing2 zheng4 dan1 wei4],administrative unit (e.g. province 省 prefecture 地區|地区 or county 縣|县),,,,,,,,,,,,,,,,,
行政救濟,行政救济,xing2 zheng4 jiu4 ji4],administrative remedy,,,,,,,,,,,,,,,,,
行政會議,行政会议,xing2 zheng4 hui4 yi4],Executive Council (Hong Kong),,,,,,,,,,,,,,,,,
行政機關,行政机关,xing2 zheng4 ji1 guan1],administrative authority,branch of government,,,,,,,,,,,,,,,,
行政權,行政权,xing2 zheng4 quan2],administrative authority,executive power,,,,,,,,,,,,,,,,
行政法,行政法,xing2 zheng4 fa3],administrative law,,,,,,,,,,,,,,,,,
行政管理,行政管理,xing2 zheng4 guan3 li3],administration,administrative management,,,,,,,,,,,,,,,,
行政總廚,行政总厨,xing2 zheng4 zong3 chu2],executive chef,,,,,,,,,,,,,,,,,
行政部門,行政部门,xing2 zheng4 bu4 men2],administrative department,administration,executive (government branch),,,,,,,,,,,,,,,
行政長官,行政长官,xing2 zheng4 zhang3 guan1],chief executive,magistrate,,,,,,,,,,,,,,,,
行政院,行政院,Xing2 zheng4 yuan4],Executive Yuan the executive branch of government under the constitution of Republic of China then of Taiwan,,,,,,,,,,,,,,,,,
行文,行文,xing2 wen2],writing style (formal),to send an official written communication,,,,,,,,,,,,,,,,
行旅,行旅,xing2 lu:3],traveler,wanderer,vagabond,rolling stone,,,,,,,,,,,,,,
行星,行星,xing2 xing1],planet,CL:顆|颗[ke1],,,,,,,,,,,,,,,,
行星際,行星际,xing2 xing1 ji4],interplanetary,,,,,,,,,,,,,,,,,
行書,行书,xing2 shu1],running script,semi-cursive script (Chinese calligraphic style),,,,,,,,,,,,,,,,
行有餘力,行有余力,xing2 you3 yu2 li4],after that any remaining energy (idiom from Analects); time for extracurricular activities,,,,,,,,,,,,,,,,,
行期,行期,xing2 qi1],departure date,time to leave,,,,,,,,,,,,,,,,
行李,行李,xing2 li5],luggage,CL:件[jian4],,,,,,,,,,,,,,,,
行李傳送帶,行李传送带,xing2 li5 chuan2 song4 dai4],luggage conveyor belt,carousel,,,,,,,,,,,,,,,,
行李員,行李员,xing2 li5 yuan2],porter,bellboy,,,,,,,,,,,,,,,,
行李房,行李房,xing2 li5 fang2],luggage office,,,,,,,,,,,,,,,,,
行李搬運工,行李搬运工,xing2 li3 ban1 yun4 gong1],baggage handler,,,,,,,,,,,,,,,,,
行李架,行李架,xing2 li5 jia4],luggage rack,,,,,,,,,,,,,,,,,
行李票,行李票,xing2 li5 piao4],baggage tag,,,,,,,,,,,,,,,,,
行李箱,行李箱,xing2 li5 xiang1],suitcase,baggage compartment,overhead bin,(car) trunk,boot,,,,,,,,,,,,,
行李袋,行李袋,xing2 li5 dai4],travel bag,,,,,,,,,,,,,,,,,
行板,行板,xing2 ban3],andante,at a walking pace,,,,,,,,,,,,,,,,
行棧,行栈,hang2 zhan4],warehouse,,,,,,,,,,,,,,,,,
